artist,song,energy_level,youtube_code
Extreme,Get The Funk Out,0.9109999999999999,IqP76XWHQI0
George Thorogood,Who Do You Love?,0.91,Ms6sf0XfQNc
Placebo,This Picture,0.91,x7mOxdEDNn8
Jimi Hendrix,Voodoo Child (Slight Return),0.91,IZBlqcbpmxY
Peter Frampton,Breaking All The Rules,0.91,L_8qNFU3bpg
Gwen Stefani,I'm Coming Out / Mo' Money Mo' Problems,0.91,dHrLJ3mEiog
Roger Daltrey,"See Me, Feel Me / Listening To You",0.91,hxkb60uJS-E
Nik Kershaw,I Want Let The Sun Go Down On Me,0.91,F0JZiM74sQs
Big Star,O My Soul,0.91,Pbnekl_rE-8
The Libertines,Up The Bracket,0.91,0u_g6zNuP_I
Ringo Starr,Yellow Submarine,0.91,_LPArxRPGfI
Drake,Nice For What,0.909,U9BwWKXjVaI
Grace Jones,My Jamaican Guy,0.909,0LTzVPCFSY8
The Game,The Game & Skrillex: El Chapo,0.909,RviOwY0OKyE
Placebo,Meds,0.909,9eh0rAUwZSQ
Genesis,Land of Confusion - 2007 Remaster,0.909,ZujuYiweht8
John Mellencamp,Small Town,0.909,0CVLVaBECuc
Steven Tyler,Rockin' on Top of the World,0.909,bKrtnicArXs
OMD,Electricity - 2003 Digital Remaster,0.909,n2-RNug1XoI
Alice Cooper,Poison,0.9079999999999999,Qq4j1LtCdww
Anthrax,Got The Time,0.9079999999999999,be7iNHw8QoQ
Sex Pistols,God Save the Queen,0.9079999999999999,yqrAPOZxgzU
Maddie Tae,Girl In A Country Song,0.9079999999999999,_MOavH-Eivw
Evanescence,Tourniquet,0.9079999999999999,YSC0zQnLIWQ
Beck,Up All Night,0.9079999999999999,Tj08Ni3tklw
Eddie Cochran,"Jeanie, Jeanie, Jeanie",0.9079999999999999,pMAQc5X-9vQ
Iron Maiden,The Trooper - 2015 Remaster,0.9079999999999999,mzhrVAUQ3gY
Eddie Cochran,Somethin' Else,0.9079999999999999,mgQg4ze1_KU
Slayer,Black Magic,0.9079999999999999,8CoGDjtBtVE
Kaiser Chiefs,Never Miss a Beat,0.907,r-rgIPIkCl4
Sonic Youth,Teen Age Riot (Album Version),0.907,p4z62VrXAlM
Donna Summer,I Feel Love - Edit,0.907,Xz15UfsRs0I
Toby Keith,American Ride,0.907,zNDcAWNscg8
T. Rex,Metal Guru,0.907,MQr9WbBfoD8
Ronnie Wood,"Seven Days - Live at Madison Square Garden, New York, NY - October 1992",0.9059999999999999,gckGvo3SWok
Marc Almond,Jacky,0.9059999999999999,adRNP-IqBVc
New York Dolls,Pills,0.9059999999999999,4YVgw7QO8uw
Dr Dre,The Next Episode,0.9059999999999999,QZXc39hT8t4
Nirvana,Smells Like Teen Spirit,0.9059999999999999,hTWKbfoikeg
Soundgarden,Spoonman,0.9059999999999999,T0_zzCLLRvE
Madonna,Papa Don't Preach,0.9059999999999999,G333Is7VPOg
Sham 69,Millwall Boys,0.905,ohUAFDPKqSA
Jimi Hendrix,Purple Haze,0.905,cJunCsrhJjg
Jay-Z,Dirt off Your Shoulder / Lying from You,0.905,Z_4VOhahkkk
Dio,Push,0.904,g7nWwyC3AJI
Sparks,Tombstone,0.904,7eMWS-_GTM8
No Doubt,Just A Girl,0.904,PHzOOQfhPFg
Nazareth,Bad Bad Boy,0.904,SU14_6Ekq9g
The Mavericks,Blame It on Your Heart,0.904,EQaAl594eRg
Ludacris,Act A Fool,0.904,qfjbe4RKbwQ
Luke Bryan,Country Girl (Shake It For Me),0.904,7HX4SfnVlP4
Eagles Of Death Metal,Don't Speak (I Came To Make A Bang!),0.904,JOF8xw-6S6k
Phil Manzanera,Agosto - Nueva mezcla 2000 Remastered Version,0.904,aoANpLSosBk
The Style Council,Headstart For Happiness,0.904,Kltz2-ofQ8E
Placebo,The Bitter End,0.904,-JJAXwAaA2w
Gene Vincent,"Good Golly, Miss Molly",0.903,Cay8irqtTnA
Bon Jovi,It's My Life,0.903,vx2u5uUu3DE
Papa Roach,Come Around,0.903,UbZliRZBJME
The Doors,Touch Me,0.903,8lVqEchxIxw
Kiss,Detroit Rock City,0.903,iZq3i94mSsQ
Jadakiss,Friends,0.903,Qith9eTIRIg
Keith Richards,Take It So Hard,0.902,vbaiQ00gywI
Diana Ross,The Boss,0.902,NO0bwjkPdBk
Led Zeppelin,Whole Lotta Love - 1990 Remaster,0.902,Mln0RciE2o0
Sonic Youth,Sugar Kane,0.902,L0UcKBatpiM
DMX,I Don't Dance,0.902,tkOJKhYWv1M
Rammstein,Ich will,0.902,EOnSh3QlpbQ
Helmet,Iron Head,0.902,HvVj4p9p3qg
Culture Club,Church Of The Poison Mind - Remastered 2002,0.902,8qM9DSCRqJ0
Stereo MCs,Sofisticated,0.902,TzOsxFxcab0
Derek And The Dominos,Keep On Growing - 40th Anniversary Version / 2010 Remastered,0.902,oiCHfYrx5fE
Kaiser Chiefs,Golden Oldies,0.902,-v2gA_awPPA
Ginger Baker,Interlock,0.902,eCzjnE5dmts
Nik Kershaw,"Wouldn't It Be Good - Live at Live Aid, Wembley Stadium, 13th July 1985",0.9009999999999999,twBU5Xxem7A
Ocean Colour Scene,Travellers Tune,0.9009999999999999,Vcmp45TfNl8
Dio,Holy Diver,0.9009999999999999,EhGEGIBGLu8
Sammy Hagar,Mas Tequila,0.9009999999999999,hdMfCNyeGg0
Method Man,Cisco Kid,0.9009999999999999,n8iKWB9bRn4
John Fogerty,Southern Streamline,0.9009999999999999,2IAm7cP49GE
Motley ,Live Wire,0.9009999999999999,Ahq4blDfU5s
R.E.M.,Shiny Happy People,0.9009999999999999,YYOKMUTTDdA
Kiss,Strutter,0.9009999999999999,IbiFkS4XwG8
Rush,Tom Sawyer,0.9009999999999999,auLBLk4ibAk
Redman,Cisco Kid,0.9009999999999999,n8iKWB9bRn4
Janes Addiction,Ocean Size,0.9009999999999999,lVIev94s7Mo
Jadakiss,Principles,0.9009999999999999,FuuTQTOsCyw
Schiller,Dream of You,0.9009999999999999,u8uYeHy10ZY
New York Dolls,Personality Crisis,0.9,E1I4A5yazr4
Kanye West,Follow God,0.9,YBx5yME5C6Y
Siouxsie The Banshees,Dear Prudence,0.9,M6rrTROoZIw
Janes Addiction,Been Caught Stealing,0.9,jrwjiO1MCVs
Little Richard,"Good Golly, Miss Molly",0.9,lQ6akiGRcL8
The Clash,I Fought the Law,0.9,AL8chWFuM-s
Papa Roach,Help,0.9,VSecjqcO3Jk
DMX,Moe Wings,0.9,GU2LP5up5EE
